ruta,tipo,extension,tamano_bytes,carpeta_top,capa_inferida,uso_inferido
"content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-participacion-002.md","items","md",1433,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-pluralidad-diversidad-001.md","items","md",1462,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-responsabilidad-democratica-001.md","items","md",1630,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-responsabilidad-democratica-002.md","items","md",1352,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/Currículo y Contexto Social/CB01_I02.json","items","json",2976,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Currículo y Contexto Social/CB01_I03.json","items","json",3039,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Currículo, PEI y evaluación didáctica/EFCC_B03_I01.json","items","json",2994,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Currículo, PEI y evaluación didáctica/EFCC_B03_I03.json","items","json",3202,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/DUA, PIAR y ajustes razonables/IDD_B04_I05.json","items","json",2751,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/DUA, PIAR y ajustes razonables/IDD_B04_I07.json","items","json",2830,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Evaluación tecnicista, punitiva y formativa/EFCC_B01_I02.json","items","json",2706,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Evaluación tecnicista, punitiva y formativa/EFCC_B01_I04.json","items","json",2897,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/CB12_I01.json","items","json",2002,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/GCM-DIR-GES-PEI-0001.json","items","json",3003,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-gestion-academica-001.md","items","md",1661,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-gestion-academica-002.md","items","md",1502,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-liderazgo-apropiacion-pei-001.json","items","json",2989,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-liderazgo-apropiacion-pei-001.md","items","md",8680,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-planeacion-institucional-001.md","items","md",1765,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-seguimiento-mejora-001.md","items","md",1540,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-seguimiento-mejora-002.md","items","md",1621,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/gestion/lectura-critica-analisis-argumentativo-001.json","items","json",2942,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/lectura-critica-analisis-argumentativo-002.json","items","json",2950,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/lectura-critica-estructura-textual-001.json","items","json",2688,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/lectura-critica-interpretacion-textual-001.json","items","json",2778,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/matematicas-analisis-datos-002.json","items","json",2315,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/matematicas-resolucion-problemas-001.json","items","json",2320,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/gestion/gestion_directiva/liderazgo_y_clima_escolar/GCM-DIR-GES-PEI-0001.json","items","json",5816,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/gemini-code-1779932229343.json","items","json",2942,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/IDD_B17_I01.json","items","json",2479,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/IDD_B17_I02.json","items","json",2293,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/IDD_B17_I03.json","items","json",2104,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/IDD_B17_I04.json","items","json",2030,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/IDD_B17_I05.json","items","json",2601,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-analisis-argumentativo-001.md","items","md",1614,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-analisis-argumentativo-002.json","items","json",2950,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-analisis-argumentativo-002.md","items","md",1716,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-estructura-textual-001.json","items","json",2688,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-estructura-textual-001.md","items","md",1537,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-interpretacion-textual-001.json","items","json",2778,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/lectura_critica/lectura-critica-interpretacion-textual-001.md","items","md",1722,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-analisis-datos-002.json","items","json",2315,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-analisis-datos-002.md","items","md",1605,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-resolucion-problemas-001.json","items","json",2320,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-resolucion-problemas-001.md","items","md",1917,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-resolucion-problemas-002.json","items","json",2262,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/matematicas/matematicas-resolucion-problemas-002.md","items","md",1684,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CB05_I01.json","items","json",2961,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CB05_I02.json","items","json",2983,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CB05_I03.json","items","json",3048,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CEOL_B10_I01.json","items","json",3015,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CEOL_B10_I02.json","items","json",3079,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CEOL_B10_I03.json","items","json",3270,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CEOL_B10_I04.json","items","json",3349,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/CEOL_B10_I05.json","items","json",3288,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B03_I01.json","items","json",2296,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B03_I02.json","items","json",2021,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B03_I03.json","items","json",2397,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B03_I04.json","items","json",2313,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B05_I01.json","items","json",2273,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B05_I02.json","items","json",2050,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B05_I03.json","items","json",1602,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B09_I01.json","items","json",2122,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B09_I02.json","items","json",1682,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/IDD_B15_I01.json","items","json",1979,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I01.json","items","json",2513,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I02.json","items","json",2326,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I03.json","items","json",2629,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I04.json","items","json",2600,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I05.json","items","json",2585,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I01.json","items","json",1819,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I02.json","items","json",1737,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I03.json","items","json",1924,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I04.json","items","json",2008,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-convivencia-escolar-001.json","items","json",2990,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-convivencia-escolar-001.md","items","md",1397,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-convivencia-escolar-002.json","items","json",3012,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-convivencia-escolar-002.md","items","md",1675,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-evaluacion-normativa-001.json","items","json",2966,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-evaluacion-normativa-001.md","items","md",1437,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-funcion-docente-001.json","items","json",3054,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-funcion-docente-001.md","items","md",1622,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-inclusion-001.json","items","json",2962,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/normatividad-inclusion-001.md","items","md",1727,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/normatividad/PPDC_B04_I01.json","items","json",3123,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/CB01_I02.json","items","json",2890,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/CB01_I03.json","items","json",2849,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EFCC_B01_I02.json","items","json",2905,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EFCC_B01_I04.json","items","json",2788,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EFCC_B03_I01.json","items","json",2867,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EFCC_B03_I03.json","items","json",2760,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B01_I01.json","items","json",2054,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B01_I02.json","items","json",2176,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B01_I03.json","items","json",1985,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B01_I04.json","items","json",2042,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B01_I05.json","items","json",2185,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B05_I01.json","items","json",1729,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B05_I02.json","items","json",2557,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B05_I03.json","items","json",2324,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B05_I04.json","items","json",2148,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B06_I01.json","items","json",2411,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B06_I02.json","items","json",2437,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B06_I03.json","items","json",1884,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/EIP_B06_I04.json","items","json",2066,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/GA02_B03_I01.json","items","json",2886,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/GA02_B03_I02.json","items","json",2805,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/GA02_B03_I03.json","items","json",2858,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/GA02_B03_I04.json","items","json",2817,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/GA02_B05_I01_concepto_curriculo.json","items","json",2944,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/IDD_B04_I05.json","items","json",2932,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/IDD_B04_I07.json","items","json",2977,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/IDD_B08_I01.json","items","json",2247,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/IDD_B16_I01.json","items","json",3261,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I01.json","items","json",2735,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I02.json","items","json",2635,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I03.json","items","json",2672,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I04.json","items","json",2717,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I05.json","items","json",2840,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I06.json","items","json",2738,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I07.json","items","json",2943,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I08.json","items","json",2842,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I09.json","items","json",2707,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I10.json","items","json",3006,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I11.json","items","json",2745,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/MTV_B22_I12.json","items","json",2934,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-evaluacion-aprendizaje-001.json","items","json",2776,"items","pregunta_json","item"
