orden_piloto,estado_pilotaje,id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
19,PILOTAJE_V1,IDD_B12_I02,PILOTAJE_V1_CANDIDATO,100,pedagogia,Evaluacion formativa con material concreto,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I02.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I02.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I02.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque vincula diagnostico, manipulacion, contraste conceptual y mediacion intencional. No basta con usar recursos; se necesita orientarlos hacia la comprension del error y la construccion de relaciones matematicas."
20,PILOTAJE_V1,IDD_B12_I03,PILOTAJE_V1_CANDIDATO,100,pedagogia,Transferencia contextualizada del conocimiento cientifico,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I03.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I03.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I03.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque convierte un concepto abstracto en investigacion contextualizada, con uso autentico del saber para interpretar y decidir sobre una situacion del entorno."
21,PILOTAJE_V1,IDD_B12_I05,PILOTAJE_V1_CANDIDATO,100,pedagogia,Seleccion de estrategia didactica desde diagnostico,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I05.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I05.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I05.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque una seleccion didactica tecnicamente defendible parte de la relacion entre meta de aprendizaje, barreras reales, contexto y viabilidad. No depende de modas metodologicas ni de soluciones tecnologicas por si mismas."
22,PILOTAJE_V1,MTV_B22_I07,PILOTAJE_V1_CANDIDATO,100,pedagogia,Sentido de formulas y conceptos,por_confirmar,funcional,content/items/Aprendizaje significativo Ausubel/MTV_B22_I07.json,content/items/Aprendizaje significativo Ausubel/MTV_B22_I07.json,L033,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO | OMITIDO_POR_AUDITORIA_PREVIA,mantener_en_banco | movido_a_content_items,auditoria/L033 | auditoria/L047 | auditoria/L061 | auditoria/L079 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/MTV_B22_I07.json,"Selecciona una intervención didáctica observable para dar sentido a una fórmula; movido a ubicación final en content/items. / Materializado en Fase 5 y confirmado por decisión heredada L047. / La opción B es la mejor porque conecta la forma simbólica con significado conceptual y uso en situaciones reconocibles, lo que evita aprendizaje meramente mecánico."
23,PILOTAJE_V1,MTV_B22_I08,PILOTAJE_V1_CANDIDATO,100,pedagogia,Evaluacion de comprension y transferencia,por_confirmar,funcional,content/items/Aprendizaje significativo Ausubel/MTV_B22_I08.json,content/items/Aprendizaje significativo Ausubel/MTV_B22_I08.json,L033,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO | OMITIDO_POR_AUDITORIA_PREVIA,mantener_en_banco | movido_a_content_items,auditoria/L033 | auditoria/L047 | auditoria/L061 | auditoria/L079 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/MTV_B22_I08.json,"Evalúa comprensión mediante transferencia, traducción y relación conceptual; movido a ubicación final en content/items. / Materializado en Fase 5 y confirmado por decisión heredada L047. / La opción B es la mejor porque recoge evidencias de comprensión más allá de la repetición literal y pone a prueba el uso del conocimiento en nuevas situaciones."
24,PILOTAJE_V1,NFL_B08_I04,PILOTAJE_V1_CANDIDATO,100,pedagogia,Apoyos sin estigmatización,por_confirmar,funcional,"content/items/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I04.json","content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I04.json",L019+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L019 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/NFL_B08_I04.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La actuación correcta sostiene el derecho a aprender con apoyos pertinentes, sin convertir la ayuda en exposición pública, segregación o desvinculación del contenido."
25,PILOTAJE_V1,CB13_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Diferenciación conceptual,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/basica/CB13_I01.json,content/items/stand-by/Currículo vs plan vs malla/CB13_I01.json,L008,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L031,no,,content/items/beta-v1/pedagogia/CB13_I01.json,La opción correcta distingue niveles de definición curricular sin confundir instrumentos ni funciones.
26,PILOTAJE_V1,CB13_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,Progresión de aprendizajes,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CB13_I02.json,content/items/stand-by/Currículo vs plan vs malla/CB13_I02.json,L008,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L031,no,,content/items/beta-v1/pedagogia/CB13_I02.json,"Cuando el problema es la progresión interna del aprendizaje, la revisión debe recaer en el instrumento que organiza secuencias y contenidos por grado."
27,PILOTAJE_V1,CEOL_B06_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Acciones de mejoramiento basadas en evidencia,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I03.json,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I03.json",L015,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L015 | auditoria/L073 | auditoria/L074,no,,content/items/beta-v1/pedagogia/CEOL_B06_I03.json,"La mejora continua se activa cuando el docente convierte los errores en información para replantear enseñanza, retroalimentar y pedir nuevas demostraciones de aprendizaje. / El ítem sí conecta evidencia, retroalimentación y ajuste auténtico del proceso pedagógico. / La respuesta correcta es A porque una accion de mejora formativa parte del analisis del error, ofrece retroalimentacion, ajusta la mediacion docente y solicita nuevas evidencias para verificar aprendizaje real."
28,PILOTAJE_V1,CEOL_B06_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,Lenguaje evaluativo profesional,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I04.json,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I04.json",L015,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L015 | auditoria/L073 | auditoria/L074,no,,content/items/beta-v1/pedagogia/CEOL_B06_I04.json,"El lenguaje evaluativo profesional parte de hechos y desempeños observables para orientar apoyos y decisiones pedagógicas justas. / Resuelve el lenguaje evaluativo como práctica profesional observable y útil para mejorar aprendizaje. / La respuesta correcta es A porque el lenguaje evaluativo profesional debe basarse en evidencias observables, dificultades especificas y apoyos concretos, no en adjetivos descalificadores ni soluciones administrativas o psicologizantes aisladas."
29,PILOTAJE_V1,CEOL_B07_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Ideas previas y conflicto cognitivo,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B07_I01.json,"content/items/stand-by/Ideas previas, conflicto cognitivo y desarrollo constructivista/CEOL_B07_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L001 | auditoria/L018,no,,content/items/beta-v1/pedagogia/CEOL_B07_I01.json,"La opción correcta usa la pregunta del estudiante como entrada para explorar conceptos previos y producir reconstrucción conceptual fundamentada. / La opcion C es la unica que convierte la duda en insumo de mediacion didactica y cambio conceptual. Las demas omiten, distorsionan o castigan la pregunta."
30,PILOTAJE_V1,DIL_B04_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Limites de la investigacion escolar,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B04_I03.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I03.json",L081,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/pedagogia/DIL_B04_I03.json,"El caso es pertinente y situado, pero la clave aún compite poco con distractores débiles. / La opcion correcta diferencia con nitidez la funcion protectora de la escuela frente a la investigacion judicial y evita practicas que podrian revictimizar o retrasar la respuesta estatal."
31,PILOTAJE_V1,DIL_B04_I05,PILOTAJE_V1_CANDIDATO,90,pedagogia,Disciplina formativa y dignidad,por_confirmar,comportamental,content/restructuring-v1/docente/normatividad/por_confirmar/comportamental/DIL_B04_I05.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I05.json",L081,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/pedagogia/DIL_B04_I05.json,"Mide respuesta formativa no degradante, pero la clave sigue muy previsible frente a opciones poco competitivas. / La opcion correcta protege dignidad, aprendizaje reflexivo y reparacion del dano, mientras evita castigos humillantes, sanciones academicas improcedentes y vulneraciones al debido proceso."
32,PILOTAJE_V1,EFCC_B05_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Planeación desde múltiples dimensiones,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EFCC_B05_I01.json,content/items/stand-by/Diagnóstico pedagógico integral/EFCC_B05_I01.json,L036,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L011 | auditoria/L036 | auditoria/L062 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B05_I01.json,"Ya auditado en L011; se conserva la trazabilidad previa y no se reprocesa en este lote. / Se conserva porque el diagnóstico integral se traduce en planeación y apoyos observables. / El ítem conserva valor para banco porque convierte el diagnóstico en acción pedagógica observable. / El diagnóstico integral combina información académica y contextual para orientar decisiones de planeación, apoyos y mediación pedagógica pertinentes."
33,PILOTAJE_V1,EFCC_B06_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Promoción en educación inicial,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I01.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I01.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I01.json,La evaluación cualitativa en preescolar se orienta al seguimiento del desarrollo y no a la repitencia; la decisión pedagógica correcta es asegurar continuidad con información descriptiva útil. / No se queda en el discurso participativo; exige decisión evaluativa situada.
34,PILOTAJE_V1,EFCC_B06_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,Informes cualitativos en preescolar,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I02.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I02.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I02.json,"La evaluación cualitativa no elimina criterios ni informes: exige descripciones integrales útiles para familia y escuela, evitando jerarquías numéricas impropias del nivel. / Mantiene foco en uso formativo de la información y coherencia del nivel preescolar."
