lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L033,MTV_B22_I06,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I06.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I06.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Aprovecha un error previo como punto de partida para reestructuración conceptual, aunque la respuesta correcta sigue cargada de tecnicismo innecesario.",true
L033,MTV_B22_I07,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I07.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I07.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Selecciona una intervención didáctica observable para dar sentido a una fórmula y evitar aprendizaje arbitrario.",false
L033,MTV_B22_I08,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I08.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I08.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Evalúa comprensión mediante transferencia, traducción y relación conceptual, con buena conexión con evidencia de aprendizaje significativo.",false
L033,MTV_B22_I09,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I09.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I09.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"La secuencia didáctica es valiosa, pero la clave se apoya en formulación teórica demasiado marcada y distractores poco competidores.",true
L033,MTV_B22_I10,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I10.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Pregunta amplia sobre el rol del docente que termina funcionando como declaración de principios, sin decisión suficientemente fina.",false
L033,MTV_B22_I11,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I11.json",,pedagogia,por_confirmar,funcional,DESCARTAR,"Duplica el eje de conflicto cognitivo ya mejor representado y previamente auditado en L014; además la redacción teoriza más de lo que observa.",false
L033,MTV_B22_I12,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I12.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I12.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Integra acciones coherentes con aprendizaje significativo, pero la respuesta correcta resulta demasiado larga y evidentemente superior a las demás.",true
L033,IDD_B10_I01,"content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I01.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Critica un modelo transmisivo, pero lo hace desde una explicación doctrinal general del constructivismo y no desde una decisión pedagógica concreta.",false
L033,IDD_B10_I02,"content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I02.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Pide identificar un tipo de memoria; es clasificación conceptual con baja observabilidad de práctica docente.",false
L033,IDD_B10_I03,"content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I03.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Aunque menciona interacción social, la tarea real es reconocer la función del lenguaje como etiqueta teórica de Vygotsky.",false
L033,IDD_B10_I04,"content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I04.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Es una pregunta filosófica sobre constructivismo radical sin valor suficiente como decisión docente observable.",false
L033,IDD_B10_I05,"content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I05.json",,pedagogia,por_confirmar,basica,DESCARTAR,"El contexto habla de diversidad y subjetividad, pero la clave sigue siendo una formulación doctrinal general y no una actuación profesional evaluable.",false
