id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
GA02_B03_I04,PILOTAJE_V1_CANDIDATO,100,pedagogia,didactica_y_planeacion,por_confirmar,funcional,"content/items/Didáctica, diversidad y planeación de aula/GA02_B03_I04.json","content/items/stand-by/Didáctica, diversidad y planeación de aula/GA02_B03_I04.json",L012+L043,BANCO_OPERACIONAL | CANDIDATO_PROMOCION | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | content/items | content/items/_banco-operacional.csv | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/GA02_B03_I04.json,Decisión previa LISTO_PARA_BANCO conservada sin reauditoría.
IDD_B04_I05,PILOTAJE_V1_CANDIDATO,100,pedagogia,Caracterización pedagógica para el PIAR,por_confirmar,funcional,"content/items/DUA, PIAR y ajustes razonables/IDD_B04_I05.json","content/items/DUA, PIAR y ajustes razonables/IDD_B04_I05.json",L009-B,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO,mantener_en_banco | movido_a_content_items,auditoria/L038 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/IDD_B04_I05.json,"Buen ítem sobre insumos pedagógicos del PIAR; movido a ubicación final en content/items. / Ya materializado en Fase 5. / La opcion B es la mas defendible porque aporta evidencia util para decidir apoyos y flexibilizaciones en contexto. Los otros insumos pueden complementar, pero no sustituyen la lectura pedagogica situada que exige el PIAR."
IDD_B04_I07,PILOTAJE_V1_CANDIDATO,100,pedagogia,Participación en aula común y uso no segregador del PIAR,por_confirmar,funcional,"content/items/DUA, PIAR y ajustes razonables/IDD_B04_I07.json","content/items/DUA, PIAR y ajustes razonables/IDD_B04_I07.json",L009-B,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO,mantener_en_banco | movido_a_content_items,auditoria/L038 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/IDD_B04_I07.json,"Caso fuerte sobre participación en aula común y uso no segregador del PIAR; movido a ubicación final en content/items. / Ya materializado en Fase 5. / La opcion A conserva el derecho a participar en la misma experiencia curricular y traduce el PIAR en ajustes concretos, no en actividades decorativas o segregadas. Eso la hace la respuesta mas valida para el constructo evaluado."
IDD_B06_I05,PILOTAJE_V1_CANDIDATO,100,pedagogia,ajustes razonables con altas expectativas,por_confirmar,funcional,content/items/Inclusión práctica vs. segregación en aula/IDD_B06_I05.json,content/items/stand-by/Inclusión práctica vs. segregación en aula/IDD_B06_I05.json,L020+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L020 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B06_I05.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La opcion B protege el derecho al aprendizaje sin renunciar al criterio de logro. La equidad se expresa en flexibilizar medios y apoyos, no en borrar la meta ni en evaluar otra cosa."
IDD_B07_I01,PILOTAJE_V1_CANDIDATO,100,pedagogia,adaptacion de recursos sin castigar vulnerabilidad,por_confirmar,funcional,"content/items/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I01.json","content/items/stand-by/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I01.json",L020+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L020 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B07_I01.json,Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La opcion B reconoce la barrera economica sin convertirla en sancion ni en renuncia al aprendizaje. Reorganiza la mediacion didactica para sostener el mismo proposito formativo.
IDD_B07_I03,PILOTAJE_V1_CANDIDATO,100,pedagogia,"gestion de apoyos y barreras fisicas, comunicativas y pedagogicas",por_confirmar,funcional,"content/items/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I03.json","content/items/stand-by/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I03.json",L020+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L020 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B07_I03.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La opcion D entiende la inclusion como transformacion institucional y no como simple matricula. Permite remover barreras fisicas, comunicativas y pedagogicas de manera planificada."
IDD_B07_I04,PILOTAJE_V1_CANDIDATO,100,pedagogia,confidencialidad y acompanamiento frente a barreras de contexto,por_confirmar,funcional,"content/items/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I04.json","content/items/stand-by/Inclusión, equidad socioeconómica y adaptabilidad curricular/IDD_B07_I04.json",L020+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L020 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B07_I04.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La opcion C protege dignidad, confidencialidad y derecho al aprendizaje. No castiga la vulnerabilidad, pero tampoco elimina la exigencia formativa: la acompana con apoyos y flexibilidad razonable."
IDD_B12_I01,PILOTAJE_V1_CANDIDATO,100,pedagogia,Resolución de problemas contextualizada,secundaria_media,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I01.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I01.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L012 | auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I01.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / Promueve transferencia, modelación y uso funcional de procedimientos. / La respuesta correcta es A porque desplaza el centro de la clase desde la repeticion de procedimientos hacia la modelacion, el analisis y la justificacion de soluciones en contextos significativos."
IDD_B12_I02,PILOTAJE_V1_CANDIDATO,100,pedagogia,Evaluacion formativa con material concreto,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I02.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I02.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I02.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque vincula diagnostico, manipulacion, contraste conceptual y mediacion intencional. No basta con usar recursos; se necesita orientarlos hacia la comprension del error y la construccion de relaciones matematicas."
IDD_B12_I03,PILOTAJE_V1_CANDIDATO,100,pedagogia,Transferencia contextualizada del conocimiento cientifico,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I03.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I03.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I03.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque convierte un concepto abstracto en investigacion contextualizada, con uso autentico del saber para interpretar y decidir sobre una situacion del entorno."
IDD_B12_I05,PILOTAJE_V1_CANDIDATO,100,pedagogia,Seleccion de estrategia didactica desde diagnostico,por_confirmar,funcional,"content/items/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I05.json","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I05.json",L012+L043,CANDIDATO_PROMOCION | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L043 | auditoria/L069 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/IDD_B12_I05.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La respuesta correcta es A porque una seleccion didactica tecnicamente defendible parte de la relacion entre meta de aprendizaje, barreras reales, contexto y viabilidad. No depende de modas metodologicas ni de soluciones tecnologicas por si mismas."
MTV_B22_I07,PILOTAJE_V1_CANDIDATO,100,pedagogia,Sentido de formulas y conceptos,por_confirmar,funcional,content/items/Aprendizaje significativo Ausubel/MTV_B22_I07.json,content/items/Aprendizaje significativo Ausubel/MTV_B22_I07.json,L033,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO | OMITIDO_POR_AUDITORIA_PREVIA,mantener_en_banco | movido_a_content_items,auditoria/L033 | auditoria/L047 | auditoria/L061 | auditoria/L079 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/MTV_B22_I07.json,"Selecciona una intervención didáctica observable para dar sentido a una fórmula; movido a ubicación final en content/items. / Materializado en Fase 5 y confirmado por decisión heredada L047. / La opción B es la mejor porque conecta la forma simbólica con significado conceptual y uso en situaciones reconocibles, lo que evita aprendizaje meramente mecánico."
MTV_B22_I08,PILOTAJE_V1_CANDIDATO,100,pedagogia,Evaluacion de comprension y transferencia,por_confirmar,funcional,content/items/Aprendizaje significativo Ausubel/MTV_B22_I08.json,content/items/Aprendizaje significativo Ausubel/MTV_B22_I08.json,L033,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | MATERIALIZADO | OMITIDO_POR_AUDITORIA_PREVIA,mantener_en_banco | movido_a_content_items,auditoria/L033 | auditoria/L047 | auditoria/L061 | auditoria/L079 | content/items | content/items/_banco-operacional.csv | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/MTV_B22_I08.json,"Evalúa comprensión mediante transferencia, traducción y relación conceptual; movido a ubicación final en content/items. / Materializado en Fase 5 y confirmado por decisión heredada L047. / La opción B es la mejor porque recoge evidencias de comprensión más allá de la repetición literal y pone a prueba el uso del conocimiento en nuevas situaciones."
NFL_B08_I04,PILOTAJE_V1_CANDIDATO,100,pedagogia,Apoyos sin estigmatización,por_confirmar,funcional,"content/items/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I04.json","content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I04.json",L019+L039,CANDIDATO_PROMOCION | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,promover_desde_stand_by,auditoria/L019 | auditoria/L039 | fase-5b/microbloque-01/banco-premium,no,,content/items/beta-v1/pedagogia/NFL_B08_I04.json,"Decisión previa LISTO_PARA_BANCO conservada sin reauditoría. / La actuación correcta sostiene el derecho a aprender con apoyos pertinentes, sin convertir la ayuda en exposición pública, segregación o desvinculación del contenido."
CB13_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Diferenciación conceptual,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/basica/CB13_I01.json,content/items/stand-by/Currículo vs plan vs malla/CB13_I01.json,L008,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L031,no,,content/items/beta-v1/pedagogia/CB13_I01.json,La opción correcta distingue niveles de definición curricular sin confundir instrumentos ni funciones.
CB13_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,Progresión de aprendizajes,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CB13_I02.json,content/items/stand-by/Currículo vs plan vs malla/CB13_I02.json,L008,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L031,no,,content/items/beta-v1/pedagogia/CB13_I02.json,"Cuando el problema es la progresión interna del aprendizaje, la revisión debe recaer en el instrumento que organiza secuencias y contenidos por grado."
CEOL_B06_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Acciones de mejoramiento basadas en evidencia,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I03.json,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I03.json",L015,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L015 | auditoria/L073 | auditoria/L074,no,,content/items/beta-v1/pedagogia/CEOL_B06_I03.json,"La mejora continua se activa cuando el docente convierte los errores en información para replantear enseñanza, retroalimentar y pedir nuevas demostraciones de aprendizaje. / El ítem sí conecta evidencia, retroalimentación y ajuste auténtico del proceso pedagógico. / La respuesta correcta es A porque una accion de mejora formativa parte del analisis del error, ofrece retroalimentacion, ajusta la mediacion docente y solicita nuevas evidencias para verificar aprendizaje real."
CEOL_B06_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,Lenguaje evaluativo profesional,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I04.json,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I04.json",L015,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L015 | auditoria/L073 | auditoria/L074,no,,content/items/beta-v1/pedagogia/CEOL_B06_I04.json,"El lenguaje evaluativo profesional parte de hechos y desempeños observables para orientar apoyos y decisiones pedagógicas justas. / Resuelve el lenguaje evaluativo como práctica profesional observable y útil para mejorar aprendizaje. / La respuesta correcta es A porque el lenguaje evaluativo profesional debe basarse en evidencias observables, dificultades especificas y apoyos concretos, no en adjetivos descalificadores ni soluciones administrativas o psicologizantes aisladas."
CEOL_B07_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Ideas previas y conflicto cognitivo,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B07_I01.json,"content/items/stand-by/Ideas previas, conflicto cognitivo y desarrollo constructivista/CEOL_B07_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L001 | auditoria/L018,no,,content/items/beta-v1/pedagogia/CEOL_B07_I01.json,"La opción correcta usa la pregunta del estudiante como entrada para explorar conceptos previos y producir reconstrucción conceptual fundamentada. / La opcion C es la unica que convierte la duda en insumo de mediacion didactica y cambio conceptual. Las demas omiten, distorsionan o castigan la pregunta."
DIL_B04_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Limites de la investigacion escolar,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B04_I03.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I03.json",L081,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/pedagogia/DIL_B04_I03.json,"El caso es pertinente y situado, pero la clave aún compite poco con distractores débiles. / La opcion correcta diferencia con nitidez la funcion protectora de la escuela frente a la investigacion judicial y evita practicas que podrian revictimizar o retrasar la respuesta estatal."
DIL_B04_I05,PILOTAJE_V1_CANDIDATO,90,pedagogia,Disciplina formativa y dignidad,por_confirmar,comportamental,content/restructuring-v1/docente/normatividad/por_confirmar/comportamental/DIL_B04_I05.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I05.json",L081,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/pedagogia/DIL_B04_I05.json,"Mide respuesta formativa no degradante, pero la clave sigue muy previsible frente a opciones poco competitivas. / La opcion correcta protege dignidad, aprendizaje reflexivo y reparacion del dano, mientras evita castigos humillantes, sanciones academicas improcedentes y vulneraciones al debido proceso."
EFCC_B05_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Planeación desde múltiples dimensiones,por_confirmar,funcional,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EFCC_B05_I01.json,content/items/stand-by/Diagnóstico pedagógico integral/EFCC_B05_I01.json,L036,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L011 | auditoria/L036 | auditoria/L062 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B05_I01.json,"Ya auditado en L011; se conserva la trazabilidad previa y no se reprocesa en este lote. / Se conserva porque el diagnóstico integral se traduce en planeación y apoyos observables. / El ítem conserva valor para banco porque convierte el diagnóstico en acción pedagógica observable. / El diagnóstico integral combina información académica y contextual para orientar decisiones de planeación, apoyos y mediación pedagógica pertinentes."
EFCC_B06_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,Promoción en educación inicial,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I01.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I01.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I01.json,La evaluación cualitativa en preescolar se orienta al seguimiento del desarrollo y no a la repitencia; la decisión pedagógica correcta es asegurar continuidad con información descriptiva útil. / No se queda en el discurso participativo; exige decisión evaluativa situada.
EFCC_B06_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,Informes cualitativos en preescolar,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I02.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I02.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I02.json,"La evaluación cualitativa no elimina criterios ni informes: exige descripciones integrales útiles para familia y escuela, evitando jerarquías numéricas impropias del nivel. / Mantiene foco en uso formativo de la información y coherencia del nivel preescolar."
EFCC_B06_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Seguimiento continuo en educación inicial,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I03.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I03.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I03.json,La evaluación formativa se reconoce cuando la información se recolecta a lo largo del proceso y se usa para intervenir la enseñanza mientras el aprendizaje aún puede mejorar. / Tiene ajuste pedagógico auténtico y evita la pseudoformatividad declarativa.
