id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
DIL_B04_I03,PILOTAJE_V1_CANDIDATO,90,normatividad,Limites de la investigacion escolar,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B04_I03.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I03.json",L027,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/normatividad/DIL_B04_I03.json,"La opcion correcta diferencia con nitidez la funcion protectora de la escuela frente a la investigacion judicial y evita practicas que podrian revictimizar o retrasar la respuesta estatal. / El caso es pertinente y situado, pero la clave aún compite poco con distractores débiles."
DIL_B04_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,Disciplina formativa y dignidad,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/comportamental/DIL_B04_I05.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I05.json",L027,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/normatividad/DIL_B04_I05.json,"La opcion correcta protege dignidad, aprendizaje reflexivo y reparacion del dano, mientras evita castigos humillantes, sanciones academicas improcedentes y vulneraciones al debido proceso. / Mide respuesta formativa no degradante, pero la clave sigue muy previsible frente a opciones poco competitivas."
DIL_B05_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,menor_infractor,orientador,funcional,content/items/normatividad/DIL_B05_I01.json,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I01.json",L022,BANCO_OPERACIONAL | LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L022 | auditoria/L064 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B05_I01.json,"La respuesta correcta activa la ruta de protección y restablecimiento correspondiente para un menor de 14 años, evitando judicialización penal ordinaria y respuestas expulsivas o ilegales."
EIP_B02_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,Promoción y apoyo pedagógico en preescolar,preescolar,funcional,content/restructuring-v1/docente/normatividad/preescolar/funcional/EIP_B02_I05.json,content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I05.json,L022,LISTO_PARA_BANCO,,auditoria/L022,no,,content/items/beta-v1/normatividad/EIP_B02_I05.json,La respuesta correcta mantiene el enfoque del nivel: acompañar el desarrollo con apoyos pedagógicos sin convertir las diferencias de ritmo en causal de reprobación o exclusión.
IDD_B15_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,currículo_y_dur_1075,por_confirmar,funcional,content/items/normatividad/IDD_B15_I01.json,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json",L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L032 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/IDD_B15_I01.json,"La inclusión curricular exige participación en aula regular con apoyos y ajustes razonables, no segregación ni homogeneización formal. / Ya auditado en L008 y conservado en L029 como trazabilidad previa; no se reprocesa."
NFL_B03_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I01.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I01.json",L010-A,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I01.json,"La clave es C porque una medida extrema exige proceso previo, posibilidad real de defensa y valoración integral del caso, incluida la posible incidencia de necesidades de apoyo o de inclusión."
NFL_B03_I02,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I02.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I02.json",L010-A,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I02.json,"La clave es A porque la congruencia exige correspondencia entre cargos comunicados, debate y decisión final. Si la institución sanciona por hechos nuevos sin permitir contradicción, rompe el derecho de defensa."
NFL_B03_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I05.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I05.json",L010-A,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I05.json,"La clave es A porque sin conocimiento previo de los cargos ni oportunidad de responder, el estudiante y su familia quedan privados del núcleo básico del derecho de defensa."
NFL_B07_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,"Acceso, permanencia e inclusión",por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B07_I01.json,"content/items/stand-by/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L001 | auditoria/L075,no,,content/items/beta-v1/normatividad/NFL_B07_I01.json,"El derecho a la educación no se agota en el cupo escolar: compromete condiciones efectivas de permanencia, inclusión y calidad."
NFL_B08_I01,PILOTAJE_CON_AJUSTE,90,normatividad,Ajustes razonables y barreras,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B08_I01.json,"content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I01.json",L039,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA | OPERACIONAL_AJUSTADO,ajuste_menor_pre_pilotaje | pilotar,auditoria/L001 | auditoria/L019 | auditoria/L039 | fase-5b/banco-operacional/part-003.csv | fase-5b/remediacion-liviana/part-003.csv,no,,content/items/beta-v1/normatividad/NFL_B08_I01.json,"La igualdad material exige remover barreras con apoyos pertinentes, no uniformar el trato ni vaciar la experiencia educativa de propósito pedagógico. / La igualdad material exige responder a barreras reales con apoyos y ajustes razonables; no equivale ni a uniformidad ni a renuncia al aprendizaje."
PPDC_B06_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,"Diversidad étnica, cultura e historia",por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/PPDC_B06_I01.json,"content/items/stand-by/Normatividad, fines de la educación y educación no formal/PPDC_B06_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L001 | auditoria/L023 | auditoria/L041,no,,content/items/beta-v1/normatividad/PPDC_B06_I01.json,"La integración transversal permite materializar fines formativos asociados a ciudadanía crítica, memoria, identidad y reconocimiento de la diversidad. / La opcion B convierte los fines de la educacion en una orientacion curricular concreta: formar identidad, memoria historica y respeto por la diversidad desde experiencias sostenidas y no desde actos simbolicos aislados. / Ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en este lote."
normatividad-convivencia-escolar-001,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-001.json,
normatividad-convivencia-escolar-002,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-002.json,
normatividad-evaluacion-normativa-001,PILOTAJE_V1_CANDIDATO,90,normatividad,evaluacion_del_aprendizaje,por_confirmar,funcional,content/items/normatividad/normatividad-evaluacion-normativa-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-evaluacion-normativa-001.json,
normatividad-funcion-docente-001,PILOTAJE_V1_CANDIDATO,90,normatividad,carrera_docente,por_confirmar,funcional,content/items/normatividad/normatividad-funcion-docente-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-funcion-docente-001.json,
normatividad-inclusion-001,PILOTAJE_V1_CANDIDATO,90,normatividad,inclusion_y_equidad,por_confirmar,funcional,content/items/normatividad/normatividad-inclusion-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-inclusion-001.json,
DIL_B09_I01,PILOTAJE_V1_CANDIDATO,85,normatividad,proteccion_infancia,orientador,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B09_I01.json,content/items/stand-by/Trabajo infantil y edad mínima/DIL_B09_I01.json,L028,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE,,auditoria/L028 | auditoria/L064 | auditoria/L078 | content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B09_I01.json,"La combinacion de edad, dedicacion laboral y afectacion de la escolaridad configura un riesgo de vulneracion de derechos que exige proteccion y orientacion institucional. / Tiene actuación escolar situada, pero depende demasiado del umbral legal y deja una clave muy visible."
DIL_B09_I02,PILOTAJE_V1_CANDIDATO,85,normatividad,proteccion_infancia,coordinador,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/DIL_B09_I02.json,content/items/stand-by/Trabajo infantil y edad mínima/DIL_B09_I02.json,L028,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE,,auditoria/L028 | auditoria/L064 | auditoria/L078 | content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B09_I02.json,"La escuela no debe autorizar informalmente ni prohibir de manera absoluta; debe orientar, verificar condiciones de proteccion y hacer seguimiento a la continuidad educativa y al bienestar. / Mejor que el anterior en proporcionalidad institucional, aunque los distractores siguen siendo demasiado extremos."
NFL_B03_I03,PILOTAJE_V1_CANDIDATO,85,normatividad,debido_proceso,coordinador,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I03.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I03.json",L010-A,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I03.json,"La clave es A porque la autonomía escolar no autoriza crear sanciones ad hoc. La medida debe ser previsible y estar previamente definida, de modo que el estudiante conozca de antemano el marco sancionatorio aplicable."
NFL_B03_I04,PILOTAJE_V1_CANDIDATO,85,normatividad,debido_proceso,coordinador,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B03_I04.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I04.json",L010-A,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I04.json,"La clave es B porque el problema central no es probar culpabilidad sino graduar la respuesta. Una medida extrema frente a una falta leve sin antecedentes rompe la correspondencia entre hecho, contexto y finalidad pedagógica de la sanción."
NFL_B06_I01,PILOTAJE_V1_CANDIDATO,85,normatividad,tipos_de_normas,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I01.json,,,BANCO_OPERACIONAL,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B06_I01.json,
NFL_B06_I02,PILOTAJE_V1_CANDIDATO,85,normatividad,tipos_de_normas,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I02.json,,,BANCO_OPERACIONAL,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B06_I02.json,
NFL_B06_I03,PILOTAJE_V1_CANDIDATO,85,normatividad,tipos_de_normas,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I03.json,,,BANCO_OPERACIONAL,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B06_I03.json,
NFL_B06_I04,PILOTAJE_V1_CANDIDATO,85,normatividad,tipos_de_normas,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/normatividad/NFL_B06_I04.json,,,BANCO_OPERACIONAL,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B06_I04.json,
NFL_B08_I03,PILOTAJE_CON_AJUSTE,75,normatividad,Igualdad formal versus igualdad material,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B08_I03.json,"content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I03.json",L039,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA | OPERACIONAL_AJUSTADO,ajuste_menor_pre_pilotaje | pilotar,auditoria/L019 | auditoria/L039 | fase-5b/banco-operacional/part-003.csv | fase-5b/remediacion-liviana/part-003.csv,no,,content/items/beta-v1/normatividad/NFL_B08_I03.json,La igualdad material obliga a considerar las barreras reales de acceso y participación; por eso un trato idéntico puede producir exclusión cuando niega ajustes necesarios.
CB07_I01,PILOTAJE_V1_RESERVA,65,normatividad,omision del deber de cuidado ante hostigamiento,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB07_I01.json,content/items/stand-by/Responsabilidad legal/CB07_I01.json,L026,LISTO_PARA_PILOTAJE,,auditoria/L026,no,,content/items/beta-v1/normatividad/CB07_I01.json,La opcion A es la mejor porque vincula correctamente el caso con la posicion de garante y con la obligacion institucional de activar rutas de atencion cuando el riesgo es conocido.
CB10_I01,PILOTAJE_V1_RESERVA,65,normatividad,confidencialidad_y_no_revictimizacion,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB10_I01.json,content/items/stand-by/Debido proceso/CB10_I01.json,L010-A,LISTO_PARA_PILOTAJE,,auditoria/L010,no,,content/items/beta-v1/normatividad/CB10_I01.json,"La clave es C porque la respuesta inicial debe proteger a la estudiante, evitar interrogatorios revictimizantes y activar la ruta sin trasladar la carga probatoria a la víctima ni alertar al presunto agresor."
CB14_I01,PILOTAJE_V1_RESERVA,65,normatividad,Formación integral frente a reduccionismo academicista,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB14_I01.json,content/items/stand-by/Propósitos de la educación/CB14_I01.json,L025,LISTO_PARA_PILOTAJE,,auditoria/L025 | auditoria/L075,no,,content/items/beta-v1/normatividad/CB14_I01.json,"La opción correcta sostiene el principio de formación integral, pero necesita distractores más competitivos porque hoy la respuesta correcta resalta demasiado."
CB14_I04,PILOTAJE_V1_RESERVA,65,normatividad,Evaluación integral y procesual como expresión de fines formativos,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB14_I04.json,content/items/stand-by/Propósitos de la educación/CB14_I04.json,L025,LISTO_PARA_PILOTAJE,,auditoria/L025 | auditoria/L075,no,,content/items/beta-v1/normatividad/CB14_I04.json,"La respuesta correcta es defendible, pero la clave se distingue con demasiada facilidad y el ítem se desplaza parcialmente hacia política de evaluación más que a propósitos educativos en sentido más amplio."
CEOL_B01_I05,PILOTAJE_V1_RESERVA,65,normatividad,respuesta institucional proporcional ante situacion Tipo I,coordinador,funcional,content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I05.json,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I05.json",L028,LISTO_PARA_PILOTAJE,,auditoria/L028 | auditoria/L058 | auditoria/L068 | auditoria/L081,no,,content/items/beta-v1/normatividad/CEOL_B01_I05.json,"La situacion descrita exige una respuesta proporcional, formativa y de seguimiento propia de una situacion Tipo I, antes que sanciones maximas o desatencion. / Se conserva porque sí exige respuesta pedagógica proporcional ante una situación Tipo I, aunque necesita mejor calibración antes de banco."
CEOL_B01_I06,PILOTAJE_V1_RESERVA,65,normatividad,lectura situada de ruta ante hostigamiento reiterado,coordinador,funcional,content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I06.json,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I06.json",L028,LISTO_PARA_PILOTAJE,,auditoria/L028 | auditoria/L058 | auditoria/L068 | auditoria/L081,no,,content/items/beta-v1/normatividad/CEOL_B01_I06.json,"La reiteracion, el impacto emocional y la afectacion de la asistencia exigen una respuesta escolar estructurada de proteccion, analisis y seguimiento, no minimizacion ni escalamiento automatico. / Se conserva porque traduce hostigamiento reiterado en activación situada de ruta y protección, con pilotaje pendiente por distractores."
CEOL_B02_I04,PILOTAJE_V1_RESERVA,65,normatividad,tipicidad_y_sanciones_previas,coordinador,funcional,content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B02_I04.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I04.json",L013-B,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L068 | auditoria/L078,no,,content/items/beta-v1/normatividad/CEOL_B02_I04.json,"La clave es C porque una institución no puede crear sanciones ad hoc; el estudiante debe conocer de antemano el marco de faltas y consecuencias y tener posibilidad real de defensa. / Evalúa legalidad previa en decisión disciplinaria, pero todavía con competencia moderada contra la clave."
CEOL_B04_I03,PILOTAJE_V1_RESERVA,65,normatividad,deber_de_cuidado_durante_el_descanso,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CEOL_B04_I03.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I03.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/normatividad/CEOL_B04_I03.json,"La clave es A porque el descanso integra la jornada escolar y mantiene vigente el deber institucional de prevención, supervisión y mediación. La respuesta correcta traduce ese deber en organización concreta de turnos y presencia adulta activa."
